ID Ph??ng xã,ID t?nh thành,ID Qu?n huy?n,??n v?,Tên Ph??ng xã,,
7250,46,445,Xã,Ba Vì,,
7251,46,445,Xã,Ba Vinh,,
7252,46,445,Xã,Ba Xa,,
7255,46,446,Xã,Bình Châu,,
7257,46,446,Xã,Bình ?ông,,
7258,46,446,Xã,Bình D??ng,,
7259,46,446,Xã,Bình H?i,,
7261,46,446,Xã,Bình Hòa,,
7262,46,446,Xã,Bình Kh??ng,,
7263,46,446,Xã,Bình Long,,
7264,46,446,Xã,Bình Minh,,
7266,46,446,Xã,Bình Nguyên,,
7268,46,446,Xã,Bình Ph??c,,
7275,46,446,Xã,Bình Tr?,,
7276,46,446,Xã,Bình Trung,,
7277,46,446,Th? tr?n,Châu ?,,
7296,46,449,Xã,Long Hi?p,,
7300,46,449,Xã,Thanh An,,
7301,46,450,Xã,??c Chánh,,
7302,46,450,Xã,??c Hi?p,,
7303,46,450,Xã,??c Hòa,,
7305,46,450,Xã,??c L?i,,
7306,46,450,Xã,??c Minh,,
7307,46,450,Xã,??c Nhu?n,,
7308,46,450,Xã,??c Phong,,
7309,46,450,Xã,??c Phú,,
7310,46,450,Xã,??c Tân,,
7313,46,450,Th? tr?n,M? ??c,,
7314,46,451,Th? tr?n,Ch? Chùa,,
7315,46,451,Xã,Hành ??c,,
7318,46,451,Xã,Hành Nhân,,
7319,46,451,Xã,Hành Ph??c,,
7321,46,451,Xã,Hành Th?nh,,
7322,46,451,Xã,Hành Thu?n,,
7324,46,451,Xã,Hành Tín Tây,,
7326,46,452,Ph??ng,Chánh L?,,
7329,46,452,Xã,Ngh?a Dõng,,
7330,46,452,Xã,Ngh?a D?ng,,
7331,46,452,Xã,Ngh?a Hà,,
7332,46,452,Ph??ng,Ngh?a L?,,
7335,46,452,Ph??ng,Qu?ng Phú,,
7336,46,452,Xã,T?nh ?n Tây,,
7338,46,452,Ph??ng,Tr?n Phú,,
7339,46,452,Ph??ng,Tr??ng Quang Tr?ng,,
7341,46,453,Xã,S?n Ba,,
7342,46,453,Xã,S?n Bao,,
7343,46,453,Xã,S?n Cao,,
7346,46,453,Xã,S?n H?i,,
7350,46,453,Xã,S?n Thành,,
7351,46,453,Xã,S?n Th??ng,,
7352,46,453,Xã,S?n Th?y,,
7355,46,454,Xã,S?n Dung,,
7356,46,454,Xã,S?n L?p,,
7357,46,454,Xã,S?n Liên,,
7359,46,454,Xã,S?n Màu,,
7360,46,454,Xã,S?n Mùa,,
7361,46,454,Xã,S?n Tân,,
7370,46,455,Xã,T?nh ?ông,,
7371,46,455,Xã,T?nh Giang,,
7382,46,455,Xã,T?nh Th?,,
7393,46,457,Xã,Trà Bình,,
7394,46,457,Xã,Trà Bùi,,
7401,46,457,Xã,Trà Th?y,,
7403,46,458,Th? tr?n,La Hà,,
7406,46,458,Xã,Ngh?a Hi?p,,
7408,46,458,Xã,Ngh?a K?,,
7409,46,458,Xã,Ngh?a Lâm,,
7410,46,458,Xã,Ngh?a M?,,
7412,46,458,Xã,Ngh?a Ph??ng,,
7417,46,458,Xã,Ngh?a Th??ng,,
7418,46,458,Xã,Ngh?a Trung,,
7420,75,459,Xã,An Bình Tây,,
7421,75,459,Xã,An ??c,,
7423,75,459,Xã,An Hòa Tây,,
7425,75,459,Xã,An Ngãi Trung,,
7429,75,459,Xã,B?o Th?nh,,
7430,75,459,Xã,B?o Thu?n,,
7431,75,459,Xã,M? Chánh,,
7432,75,459,Xã,M? Hòa,,
7435,75,459,Xã,M? Th?nh,,
7441,75,459,Xã,Tân Th?y,,
7442,75,459,Xã,Tân Xuân,,
7444,75,459,Xã,V?nh Hòa,,
7450,75,460,Ph??ng,6,,
7455,75,460,Xã,M? Th?nh An,,
7460,75,460,Ph??ng,Phú Tân,,
7462,75,460,Xã,S?n ?ông,,
7464,75,461,Xã,Bình Th?ng,,
7465,75,461,Xã,Bình Th?i,,
7466,75,461,Xã,Châu H?ng,,
7469,75,461,Xã,L?c Thu?n,,
7470,75,461,Xã,Long ??nh,,
7472,75,461,Xã,Phú Long,,
7473,75,461,Xã,Phú Thu?n,,
7476,75,461,Xã,Th?nh Ph??c,,
7483,75,462,Xã,An Hi?p,,
7484,75,462,Xã,An Hóa,,
7485,75,462,Xã,An Khánh,,
7490,75,462,Xã,H?u ??nh,,
7491,75,462,Xã,Phú An Hòa,,
7493,75,462,Xã,Phú Túc,,
7494,75,462,Xã,Ph??c Th?nh,,
7496,75,462,Xã,Qu?i Thành,,
7497,75,462,Xã,S?n Hòa,,
7498,75,462,Xã,Tam Ph??c,,
7501,75,462,Xã,Thành Tri?u,,
7502,75,462,Xã,Tiên Long,,
7503,75,462,Xã,Tiên Th?y,,
7507,75,463,Xã,H?ng Khánh Trung B,,
7508,75,463,Xã,Long Th?i,,
7509,75,463,Xã,Phú Ph?ng,,
7510,75,463,Xã,Phú S?n,,
7511,75,463,Xã,S?n ??nh,,
7516,75,464,Xã,Bình Hoà,,
7518,75,464,Xã,Châu Bình,,
7519,75,464,Xã,Châu Hòa,,
7521,75,464,Xã,H?ng L?,,
7525,75,464,Xã,L??ng Hòa,,
7526,75,464,Xã,L??ng Phú,,
7530,75,464,Xã,Phong N?m,,
7531,75,464,Xã,Ph??c Long,,
7537,75,464,Xã,Th?nh Phú ?ông,,
7539,75,465,Xã,Hòa L?c,,
7544,75,465,Xã,Ph??c M? Trung,,
7545,75,465,Xã,Tân Bình,,
7548,75,465,Xã,Tân Thanh Tây,,
7549,75,465,Xã,Thành An,,
7550,75,465,Xã,Th?nh Ngãi,,
7551,75,465,Xã,Thanh Tân,,
7552,75,466,Xã,An ??nh,,
7554,75,466,Xã,An Th?i,,
7558,75,466,Xã,?a Ph??c H?i,,
7561,75,466,Xã,Minh ??c,,
7562,75,466,Th? tr?n,M? Cày,,
7565,75,466,Xã,Tân H?i,,
7566,75,466,Xã,Tân Trung,,
7570,75,467,Xã,An Nh?n,,
7571,75,467,Xã,An Quy,,
7574,75,467,Xã,Bình Th?nh,,
7578,75,467,Xã,M? An,,
7579,75,467,Xã,M? H?ng,,
7581,75,467,Xã,Qu?i ?i?n,,
7582,75,467,Xã,Tân Phong,,
7585,75,467,Th? tr?n,Th?nh Phú,,
7587,71,468,Xã,C? KNia,,
7590,71,468,Xã,Ea Pô,,
7591,71,468,Th? tr?n,Ea T&39;Ling,,
7592,71,468,Xã,Nam Dong,,
7593,71,468,Xã,Tâm Th?ng,,
7608,71,470,Xã,??c M?nh,,
7609,71,470,Xã,??c Minh,,
7610,71,470,Xã,Long S?n,,
7623,71,472,Xã,??k Hòa,,
7624,71,472,Xã,??k Môl,,
7625,71,472,Xã,??k N&39;Dung,,
7627,71,472,Xã,Nam Bình,,
7631,71,472,Xã,Tr??ng Xuân,,
7640,71,474,Xã,Buôn Choah,,
7644,71,474,Xã,??k Sôr,,
7645,71,474,Xã,??c Xuyên,,
7647,71,474,Xã,Nâm N'?ir,,
7651,71,474,Xã,Tân Thành,,
7652,71,475,Xã,??k Búk So,,
7654,71,475,Xã,??k R'Tíh,,
7655,71,475,Xã,Qu?ng Tâm,,
7656,71,475,Xã,Qu?ng Tân,,
7659,12,476,Ph??ng,2,,
7661,12,476,Ph??ng,4,,
7663,12,476,Ph??ng,6,,
7665,12,476,Ph??ng,8,,
7666,12,476,Ph??ng,9,,
7667,12,476,Xã,An Xuyên,,
7668,12,476,Xã,??nh Bình,,
7675,12,476,Ph??ng,Tân Xuyên,,
7676,12,477,Th? tr?n,Cái N??c,,
7679,12,477,Xã,Hoà M?,,
7681,12,477,Xã,L??ng Th? Trân,,
7682,12,477,Xã,Phú H?ng,,
7683,12,477,Xã,Tân H?ng,,
7686,12,477,Xã,Tr?n Th?i,,
7687,12,478,Th? tr?n,??m D?i,,
7688,12,478,Xã,Ng?c Chánh,,
7691,12,478,Xã,Quách Ph?m B?c,,
7694,12,478,Xã,T? An Kh??ng Nam,,
7695,12,478,Xã,Tân Dân,,
7696,12,478,Xã,Tân ??c,,
7698,12,478,Xã,Tân Thu?n,,
7700,12,478,Xã,Tân Trung,,
7703,12,479,Xã,??t M?i,,
7709,12,479,Xã,Tam Giang,,
7713,12,480,Xã,Tam Giang Tây,,
7714,12,480,Xã,Tân Ân,,
7716,12,480,Xã,Viên An,,
7717,12,480,Xã,Viên An ?ông,,
7719,12,481,Xã,Nguy?n Vi?t Khái,,
7720,12,481,Xã,Phú M?,,
7724,12,481,Xã,Tân H?i,,
7729,12,482,Xã,H? Th? K?,,
7730,12,482,Xã,Tân B?ng,,
7731,12,482,Xã,Tân L?c,,
7733,12,482,Xã,Tân L?c ?ông,,
7735,12,482,Th? tr?n,Th?i Bình,,
7736,12,482,Xã,Th?i Bình,,
7737,12,482,Xã,Trí L?c,,
7738,12,482,Xã,Trí Ph?i,,
7742,12,483,Xã,Khánh Bình Tây B?c,,
7743,12,483,Xã,Khánh H?i,,
7745,12,483,Xã,Khánh L?c,,
7746,12,483,Xã,L?i An,,
7749,12,483,Th? tr?n,Sông ??c,,
7750,12,483,Xã,Tr?n H?i,,
7752,12,484,Xã,Khánh An,,
7755,12,484,Xã,Khánh Lâm,,
7756,12,484,Xã,Khánh Thu?n,,
7757,12,484,Xã,Khánh Ti?n,,
7759,12,484,Th? tr?n,U Minh,,
7779,59,487,Xã,An Bình,,
7780,59,487,Xã,Bình Hòa Ph??c,,
7788,59,487,Xã,Phú ??c,,
7790,59,487,Xã,Ph??c H?u,,
7791,59,487,Xã,Tân H?nh,,
7792,59,487,Xã,Thanh ??c,,
7793,59,487,Xã,Th?nh Qu?i,,
7795,59,488,Xã,Bình Ph??c,,
7800,59,488,Xã,Long M?,,
7801,59,488,Xã,M? An,,
7802,59,488,Xã,M? Ph??c,,
7803,59,488,Xã,Nh?n Phú,,
7805,59,488,Xã,Tân Long,,
7807,59,489,Xã,Bình Ninh,,
7809,59,489,Xã,Hòa Hi?p,,
7811,59,489,Xã,Hòa Th?nh,,
7813,59,489,Xã,Long Phú,,
7814,59,489,Xã,M? L?c,,
7816,59,489,Xã,Ngãi T?,,
7819,59,489,Xã,Song Phú,,
7823,59,489,Xã,T??ng L?c,,
7824,59,490,Xã,Hòa Bình,,
7827,59,490,Xã,Nh?n Bình,,
7829,59,490,Xã,Tân M?,,
7832,59,490,Xã,Thu?n Th?i,,
7834,59,490,Xã,Trà Côn,,
7836,59,490,Xã,V?nh Xuân,,
7837,59,490,Xã,Xuân Hi?p,,
7838,59,491,Ph??ng,1,,
7839,59,491,Ph??ng,2,,
7840,59,491,Ph??ng,3,,
7842,59,491,Ph??ng,5,,
7844,59,491,Ph??ng,9,,
7845,59,491,Ph??ng,Tân Hòa,,
7847,59,491,Ph??ng,Tân Ngãi,,
7848,59,491,Ph??ng,Tr??ng An,,
7870,40,493,Xã,Gia H?ng,,
7871,40,493,Xã,Gia L?c,,
7872,40,493,Xã,Gia L?p,,
7873,40,493,Xã,Gia Minh,,
7875,40,493,Xã,Gia Phú,,
7876,40,493,Xã,Gia Ph??ng,,
7877,40,493,Xã,Gia Sinh,,
7878,40,493,Xã,Gia Tân,,
7879,40,493,Xã,Gia Th?ng,,
7880,40,493,Xã,Gia Thanh,,
7883,40,493,Xã,Gia Tr?n,,
7886,40,493,Xã,Gia V??ng,,
7887,40,493,Xã,Gia Xuân,,
7888,40,493,Xã,Liên S?n,,
7889,40,493,Th? tr?n,Me,,
7892,40,494,Xã,Ninh H?i,,
7893,40,494,Xã,Ninh Hòa,,
7899,40,494,Th? tr?n,Thiên Tôn,,
7902,40,495,Th? tr?n,Bình Minh,,
7903,40,495,Xã,Ch?t Bình,,
7905,40,495,Xã,C?n Thoi,,
7908,40,495,Xã,H?i Ninh,,
7909,40,495,Xã,Hùng Ti?n,,
7910,40,495,Xã,Kim Chính,,
7911,40,495,Xã,Kim ??nh,,
7914,40,495,Xã,Kim M?,,
7920,40,495,Th? tr?n,Phát Di?m,,
7922,40,495,Xã,Tân Thành,,
7923,40,495,Xã,Th??ng Ki?m,,
7926,40,495,Xã,Yên L?c,,
7928,40,496,Xã,Cúc Ph??ng,,
7929,40,496,Xã,??ng Phong,,
7931,40,496,Xã,Gia Lâm,,
7932,40,496,Xã,Gia S?n,,
7936,40,496,Xã,L?c Vân,,
7939,40,496,Xã,Phú L?c,,
7940,40,496,Xã,Phú Long,,
7942,40,496,Xã,Qu?ng L?c,,
7945,40,496,Xã,S?n Lai,,
7946,40,496,Xã,S?n Thành,,
7948,40,496,Xã,Thanh L?c,,
7949,40,496,Xã,Th??ng Hòa,,
7950,40,496,Xã,V?n Phong,,
7951,40,496,Xã,V?n Phú,,
7952,40,496,Xã,V?n Ph??ng,,
7954,40,496,Xã,Yên Quang,,
7957,40,497,Ph??ng,Nam Bình,,
7959,40,497,Ph??ng,Ninh Khánh,,
7960,40,497,Xã,Ninh nh?t,,
7961,40,497,Ph??ng,Ninh Phong,,
7963,40,497,Ph??ng,Ninh S?n,,
7964,40,497,Xã,Ninh Ti?n,,
7965,40,497,Ph??ng,Phúc Thành,,
7966,40,497,Ph??ng,Tân Thành,,
7968,40,497,Ph??ng,Vân Giang,,
7978,40,499,Xã,Khánh An,,
7979,40,499,Xã,Khánh Công,,
7980,40,499,Xã,Khánh C?,,
7981,40,499,Xã,Khánh C??ng,,
7983,40,499,Xã,Khánh Hòa,,
7985,40,499,Xã,Khánh H?ng,,
7986,40,499,Xã,Khánh L?i,,
7987,40,499,Xã,Khánh M?u,,
7988,40,499,Xã,Khánh Nh?c,,
7995,40,499,Xã,Khánh Vân,,
7996,40,499,Th? tr?n,Yên Ninh,,
7997,40,500,Xã,Khánh D??ng,,
7998,40,500,Xã,Khánh Th?nh,,
8000,40,500,Xã,Mai S?n,,
8001,40,500,Xã,Yên ??ng,,
8002,40,500,Xã,Yên Hòa,,
8004,40,500,Xã,Yên Lâm,,
8007,40,500,Xã,Yên Nhân,,
8012,40,500,Xã,Yên Thành,,
8013,40,500,Th? tr?n,Yên Th?nh,,
8015,42,501,Xã,C?p D?n,,
8018,42,501,Xã,?iêu L??ng,,
8022,42,501,Xã,H??ng Lung,,
8024,42,501,Xã,Phú Khê,,
8033,42,501,Xã,T? Xá,,
8034,42,501,Xã,Tam S?n,,
8041,42,501,Xã,V?n Bán,,
8043,42,501,Xã,X??ng Th?nh,,
8045,42,501,Xã,Yên T?p,,
8047,42,502,Xã,B?ng Luân,,
8049,42,502,Xã,Chân M?ng,,
8050,42,502,Xã,Chí ?ám,,
8052,42,502,Th? tr?n,?oan Hùng,,
8054,42,502,Xã,Hùng Long,,
8057,42,502,Xã,Minh L??ng,,
8059,42,502,Xã,Minh Ti?n,,
8061,42,502,Xã,Ng?c Quan,,
8064,42,502,Xã,Phúc Lai,,
8067,42,502,Xã,Sóc ??ng,,
8068,42,502,Xã,Tây C?c,,
8070,42,502,Xã,Vân ??n,,
8071,42,502,Xã,Vân Du,,
8072,42,502,Xã,V? Quang,,
8083,42,503,Xã,Gia ?i?n,,
8084,42,503,Th? tr?n,H? Hoà,,
8090,42,503,Xã,Lang S?n,,
8095,42,503,Xã,Minh H?c,,
8099,42,503,Xã,V?n Lang,,
8106,42,503,Xã,Yên Lu?t,,
8107,42,504,Xã,B?n Nguyên,,
8110,42,504,Th? tr?n,Hùng S?n,,
8112,42,504,Th? tr?n,Lâm Thao,,
8114,42,504,Xã,S?n Vi,,
8115,42,504,Xã,Th?ch S?n,,
8116,42,504,Xã,Tiên Kiên,,
8119,42,504,Xã,Xuân Huy,,
8120,42,504,Xã,Xuân L?ng,,
8122,42,505,Xã,B?o Thanh,,
8124,42,505,Xã,Gia Thanh,,
8125,42,505,Xã,H? Giáp,,
8126,42,505,Xã,L? M?,,
8128,42,505,Th? tr?n,Phong Châu,,
8132,42,505,Xã,Phù Ninh,,
8133,42,505,Xã,Tiên Du,,
8134,42,505,Xã,Tiên Phú,,
8135,42,505,Xã,Tr?m Th?n,,
8136,42,505,Xã,Tr? Qu?n,,
8140,42,506,Ph??ng,Âu C?,,
8142,42,506,Xã,Hà Th?ch,,
8144,42,506,Ph??ng,Phong Châu,,
8145,42,506,Xã,Phú H?,,
8146,42,506,Xã,Thanh Minh,,
8149,42,506,Xã,V?n Lung,,
8152,42,507,Xã,D? N?u,,
8164,42,507,Xã,Th? V?n,,
8170,42,508,Xã,??ng S?n,,
8171,42,508,Xã,Ki?t S?n,,
8173,42,508,Xã,Lai ??ng,,
8174,42,508,Xã,Long C?c,,
8175,42,508,Xã,Minh ?ài,,
8177,42,508,Xã,Tam Thanh,,
8178,42,508,Xã,Tân Phú,,
8179,42,508,Xã,Tân S?n,,
8182,42,508,Xã,Thu Ng?c,,
8183,42,508,Xã,V?n Luông,,
8184,42,508,Xã,Vinh Ti?n,,
8185,42,508,Xã,Xuân ?ài,,
8187,42,509,Xã,Chí Tiên,,
8190,42,509,Xã,?? Xuyên,,
8192,42,509,Xã,?ông Thành,,
8193,42,509,Xã,??ng Xuân,,
8194,42,509,Xã,Hanh Cù,,
8196,42,509,Xã,Kh?i Xuân,,
8197,42,509,Xã,L??ng L?,,
8200,42,509,Xã,Ninh Dân,,
8203,42,509,Xã,S?n C??ng,,
8205,42,509,Th? tr?n,Thanh Ba,,
8206,42,509,Xã,Thanh Hà,,
8216,42,510,Xã,??ch Qu?,,
8218,42,510,Xã,Giáp Lai,,
8220,42,510,Xã,Kh? C?u,,
8222,42,510,Xã,S?n Hùng,,
8223,42,510,Xã,Tân L?p,,
8224,42,510,Xã,Tân Minh,,
8225,42,510,Xã,T?t Th?ng,,
8226,42,510,Xã,Th?ch Khoán,,
8227,42,510,Xã,Th?ng S?n,,
8228,42,510,Th? tr?n,Thanh S?n,,
8229,42,510,Xã,Th?c Luy?n,,
8231,42,510,Xã,Tinh Nhu?,,
8233,42,510,Xã,Võ Mi?u,,
8235,42,510,Xã,Yên L??ng,,
8236,42,510,Xã,Yên S?n,,
8238,42,511,Xã,?ào Xá,,
8243,42,511,Xã,S?n Th?y,,
8244,42,511,Xã,Tân Ph??ng,,
8254,42,512,Xã,Chu Hóa,,
8256,42,512,Ph??ng,Gia C?m,,
8258,42,512,Xã,Hy C??ng,,
8260,42,512,Ph??ng,Minh Nông,,
8263,42,512,Xã,Ph??ng Lâu,,
8265,42,512,Ph??ng,Tân Dân,,
8268,42,512,Ph??ng,Thanh Mi?u,,
8269,42,512,Ph??ng,Th? S?n,,
8270,42,512,Xã,Th?y Vân,,
8271,42,512,Ph??ng,Tiên Cát,,
8272,42,512,Xã,Tr?ng V??ng,,
8273,42,512,Ph??ng,Vân C?,,
8275,42,513,Xã,??ng L?c,,
8279,42,513,Xã,Minh Hòa,,
8282,42,513,Xã,Nga Hoàng,,
8283,42,513,Xã,Ng?c ??ng,,
8285,42,513,Xã,Phúc Khánh,,
8286,42,513,Xã,Th??ng Long,,
8288,42,513,Xã,Xuân An,,
8289,42,513,Xã,Xuân Th?y,,
8290,42,513,Xã,Xuân Viên,,
8291,42,513,Th? tr?n,Yên L?p,,
8295,41,514,Xã,Ph??c Hòa,,
8296,41,514,Xã,Ph??c Tân,,
8300,41,514,Xã,Ph??c Trung,,
8303,41,515,Xã,Nh?n H?i,,
8307,41,515,Xã,Tri H?i,,
8308,41,515,Xã,V?nh H?i,,
8309,41,515,Xã,Xuân H?i,,
8310,41,516,Xã,An H?i,,
8311,41,516,Th? tr?n,Ph??c Dân,,
8316,41,516,Xã,Ph??c Thái,,
8318,41,516,Xã,Ph??c Vinh,,
8319,41,517,Xã,Hòa S?n,,
8320,41,517,Xã,Lâm S?n,,
8322,41,517,Xã,Ma N?i,,
8324,41,517,Xã,Nh?n S?n,,
8325,41,517,Xã,Qu?ng S?n,,
8345,41,519,Xã,Công H?i,,
8347,41,519,Xã,Ph??c Chi?n,,
8350,41,520,Xã,Nh? Hà,,
8351,41,520,Xã,Ph??c Diêm,,
8352,41,520,Xã,Ph??c Dinh,,
8354,41,520,Xã,Ph??c Minh,,
8355,41,520,Xã,Ph??c Nam,,
8371,74,522,Xã,Xuân Long,,
8373,74,522,Xã,Xuân Quang 1,,
8374,74,522,Xã,Xuân Quang 2,,
8375,74,522,Xã,Xuân Quang 3,,
8376,74,522,Xã,Xuân S?n B?c,,
8380,74,523,Xã,Hòa ??nh Tây,,
8384,74,523,Xã,Hòa Th?ng,,
8385,74,523,Xã,Hòa Tr?,,
8401,74,525,Xã,Xuân Bình,,
8402,74,525,Xã,Xuân C?nh,,
8409,74,525,Xã,Xuân Ph??ng,,
8410,74,525,Ph??ng,Xuân Thành,,
8414,74,525,Ph??ng,Xuân Yên,,
8421,74,526,Xã,Ealy,,
8425,74,526,Xã,Sông Hinh,,
8427,74,527,Xã,Hòa ??ng,,
8429,74,527,Xã,Hòa M? Tây,,
8432,74,527,Xã,Hòa Tân Tây,,
8435,74,527,Xã,S?n Thành ?ông,,
8436,74,527,Xã,S?n Thành Tây,,
8437,74,528,Xã,An Ch?n,,
8438,74,528,Xã,An C?,,
8440,74,528,Xã,An ??nh,,
8442,74,528,Xã,An Hi?p,,
8444,74,528,Xã,An L?nh,,
8445,74,528,Xã,An M?,,
8449,74,528,Xã,An Th?ch,,
8450,74,528,Xã,An Th?,,
8451,74,528,Xã,An Xuân,,
8459,74,529,Ph??ng,7,,
8461,74,529,Ph??ng,9,,
8463,74,529,Xã,Bình Ki?n,,
8465,74,529,Xã,Hòa Ki?n,,
8469,74,529,Ph??ng,Phú Th?nh,,
8471,21,530,Xã,An Lão,,
8473,21,530,Xã,An Ninh,,
8475,21,530,Th? tr?n,Bình M?,,
8478,21,530,Xã,B?i C?u,,
8484,21,530,Xã,Ng?c L?,,
8487,21,530,Xã,Trung L??ng,,
8488,21,530,Xã,V? B?n,,
8507,21,532,Th? tr?n,Ba Sao,,
8510,21,532,Xã,Hoàng Tây,,
8512,21,532,Xã,Lê H?,,
8513,21,532,Xã,Liên S?n,,
8514,21,532,Xã,Ng?c S?n,,
8515,21,532,Xã,Nguy?n Úy,,
8517,21,532,Xã,Nh?t T?u,,
8518,21,532,Th? tr?n,Qu?,,
8521,21,532,Xã,Thi S?n,,
8522,21,532,Xã,Th?y Lôi,,
8523,21,532,Xã,T??ng L?nh,,
8525,21,533,Xã,B?c Lý,,
8526,21,533,Xã,Chân Lý,,
8527,21,533,Xã,Chính Lý,,
8528,21,533,Xã,Công Lý,,
8529,21,533,Xã,??o Lý,,
8531,21,533,Xã,??c Lý,,
8533,21,533,Xã,H?p Lý,,
8534,21,533,Xã,Nguyên Lý,,
8535,21,533,Xã,Nhân Bình,,
8536,21,533,Xã,Nhân Chính,,
8539,21,533,Xã,Nhân Khang,,
8541,21,533,Xã,Nhân Ngh?a,,
8542,21,533,Xã,Nhân Th?nh,,
8547,21,533,Xã,Xuân Khê,,
8552,21,534,Ph??ng,Lam H?,,
8555,21,534,Xã,Liêm Chung,,
8557,21,534,Xã,Liêm Tuy?n,,
8560,21,534,Xã,Phù Vân,,
8563,21,534,Ph??ng,Thanh Tuy?n,,
8564,21,534,Xã,Tiên H?i,,
8566,21,534,Xã,Tiên Tân,,
8569,21,535,Th? tr?n,Ki?n Khê,,
8571,21,535,Xã,Liêm Phong,,
8572,21,535,Xã,Liêm S?n,,
8574,21,535,Xã,Liêm Túc,,
8576,21,535,Xã,Thanh Hà,,
8577,21,535,Xã,Thanh H?i,,
8584,21,535,Xã,Thanh Tân,,
8585,21,535,Xã,Thanh Th?y,,
8587,24,536,Xã,C?m M?,,
8591,24,536,Xã,C?m D??ng,,
8596,24,536,Xã,C?m L?c,,
8602,24,536,Xã,C?m Quang,,
8603,24,536,Xã,C?m S?n,,
8604,24,536,Xã,C?m th?ch,,
8607,24,536,Xã,C?m Th?nh,,
8610,24,536,Th? tr?n,C?m Xuyên,,
8615,24,537,Xã,Gia Hanh,,
8618,24,537,Xã,M? L?c,,
8621,24,537,Xã,Quang L?c,,
8622,24,537,Xã,S?n L?c,,
8624,24,537,Xã,Thanh L?c,,
8625,24,537,Xã,Thiên L?c,,
8626,24,537,Xã,Thu?n Thi?n,,
8627,24,537,Xã,Th??ng L?c,,
8630,24,537,Xã,Trung L?c,,
8661,24,538,Xã,Tr??ng S?n,,
8663,24,538,Xã,Yên H?,,
8664,24,539,Ph??ng,Nam Hà,,
8669,24,539,Ph??ng,Hà Huy T?p,,
8671,24,539,Ph??ng,Tân Giang,,
8672,24,539,Xã,Th?ch Bình,,
8675,24,539,Xã,Th?ch H?ng,,
8676,24,539,Ph??ng,Th?ch Linh,,
8678,24,539,Xã,Th?ch Trung,,
8679,24,539,Ph??ng,Tr?n Phú,,
8681,24,540,Ph??ng,B?c H?ng,,
8684,24,540,Ph??ng,Nam H?ng,,
8685,24,540,Xã,Thu?n L?c,,
8687,24,541,Xã,Gia Ph?,,
8691,24,541,Xã,H??ng ?ô,,
8693,24,541,Th? tr?n,H??ng Khê,,
8694,24,541,Xã,H??ng Lâm,,
8698,24,541,Xã,H??ng Trà,,
8700,24,541,Xã,H??ng V?nh,,
8702,24,541,Xã,L?c Yên,,
8704,24,541,Xã,Phú Phong,,
8705,24,541,Xã,Phúc Tr?ch,,
8711,24,542,Xã,S?n B?ng,,
8724,24,542,Xã,S?n L?nh,,
8725,24,542,Xã,S?n Long,,
8728,24,542,Xã,S?n Ninh,,
8735,24,542,Xã,S?n Ti?n,,
8736,24,542,Xã,S?n Trà,,
8737,24,542,Xã,S?n Trung,,
8738,24,542,Xã,S?n Tr??ng,,
8739,24,542,Th? tr?n,Tây S?n,,
8746,24,543,Xã,K? Châu,,
8747,24,543,Xã,K? ??ng,,
8750,24,543,Xã,K? H?i,,
8755,24,543,Xã,K? L?c,,
8761,24,543,Xã,K? Phú,,
8763,24,543,Xã,K? Tân,,
8764,24,543,Xã,K? Tây,,
8766,24,543,Xã,K? Th?,,
8768,24,543,Xã,K? Th??ng,,
8771,24,543,Xã,K? V?n,,
8772,24,543,Xã,K? Xuân,,
8779,24,544,Xã,Mai Ph?,,
8781,24,544,Xã,Tân L?c,,
8786,24,544,Xã,Th?nh L?c,,
8787,24,545,Xã,Xuân H?i,,
8788,24,545,Xã,Xuân Ph?,,
8789,24,545,Xã,C? ??m,,
8793,24,545,Th? tr?n,Tiên ?i?n,,
8795,24,545,Th? tr?n,Xuân An,,
8799,24,545,Xã,Xuân H?ng,,
8804,24,545,Xã,Xuân Thành,,
8806,24,545,Xã,Xuân Viên,,
8810,24,546,Xã,Ng?c S?n,,
8816,24,546,Th? tr?n,Th?ch Hà,,
8821,24,546,Xã,Th?ch Khê,,
8825,24,546,Xã,Th?ch Long,,
8827,24,546,Xã,Th?ch Ng?c,,
8833,24,546,Xã,Th?ch Tr?,,
8836,24,546,Xã,Th?ch Xuân,,
8837,24,546,Xã,T??ng S?n,,
8839,24,547,Xã,Ân Phú,,
8843,24,547,Xã,??c Liên,,
8844,24,547,Xã,??c L?nh,,
8850,24,547,Th? tr?n,V? Quang,,
8853,18,548,Ph??ng,2,,
8854,18,548,Ph??ng,3,,
8856,18,548,Ph??ng,6,,
8857,18,548,Xã,Hòa An,,
8858,18,548,Ph??ng,Hoà Thu?n,,
8860,18,548,Ph??ng,M? Phú,,
8865,18,548,Xã,Tân Thu?n Tây,,
8870,18,549,Xã,An Phú Thu?n,,
8871,18,549,Th? tr?n,Cái Tàu H?,,
8874,18,549,Xã,Phú Long,,
8875,18,549,Xã,Tân Bình,,
8877,18,549,Xã,Tân Phú,,
8886,18,551,Xã,An Bình,,
8891,18,551,Xã,Gáo Gi?ng,,
8892,18,551,Xã,M? Hi?p,,
8894,18,551,Xã,M? Long,,
8898,18,551,Xã,Phong M?,,
8901,18,551,Xã,Tân H?i Trung,,
8904,18,550,Xã,Long Khánh A,,
8906,18,550,Xã,Long Thu?n,,
